year,circuit,lap,rank,rider,time,gap
2018,CZE,9,6,9,1M57.250S,1.312S
2018,CZE,9,7,5,1M57.719S,2.094S
2018,CZE,9,8,29,1M57.569S,2.228S
2018,CZE,9,9,42,1M57.508S,2.356S
2018,CZE,9,10,26,1M57.515S,2.680S
2018,CZE,9,11,19,1M57.945S,6.891S
2018,CZE,9,12,43,1M58.433S,7.316S
2018,CZE,9,13,55,1M57.975S,7.942S
2018,CZE,9,14,21,1M57.791S,8.113S
2018,CZE,9,15,41,1M58.244S,11.359S
2018,CZE,9,16,12,1M58.106S,12.496S
2018,CZE,9,17,30,1M58.108S,13.812S
2018,CZE,9,18,17,1M58.799S,16.556S
2018,CZE,9,19,50,1M58.981S,17.053S
2018,CZE,9,20,10,1M59.100S,18.045S
2018,CZE,10,1,46,1M57.370S,
2018,CZE,10,2,4,1M57.342S,0.109S
2018,CZE,10,3,93,1M57.249S,0.200S
2018,CZE,10,4,35,1M57.238S,0.770S
2018,CZE,10,5,99,1M57.694S,1.094S
2018,CZE,10,6,9,1M57.358S,1.300S
2018,CZE,10,7,5,1M57.565S,2.289S
2018,CZE,10,8,29,1M57.727S,2.585S
2018,CZE,10,9,42,1M57.696S,2.682S
2018,CZE,10,10,26,1M57.579S,2.889S
2018,CZE,10,11,19,1M57.837S,7.358S
2018,CZE,10,12,43,1M58.021S,7.967S
2018,CZE,10,13,21,1M57.686S,8.429S
2018,CZE,10,14,55,1M58.217S,8.789S
2018,CZE,10,15,41,1M58.017S,12.006S
2018,CZE,10,16,12,1M58.298S,13.424S
2018,CZE,10,17,30,1M58.527S,14.969S
2018,CZE,10,18,17,1M59.317S,18.503S
2018,CZE,10,19,50,1M59.005S,18.688S
2018,CZE,10,20,10,1M58.817S,19.492S
2018,CZE,11,1,4,1M57.467S,
2018,CZE,11,2,93,1M57.491S,0.115S
2018,CZE,11,3,46,1M57.801S,0.225S
2018,CZE,11,4,35,1M57.162S,0.356S
2018,CZE,11,5,99,1M57.265S,0.783S
2018,CZE,11,6,9,1M57.262S,0.986S
2018,CZE,11,7,5,1M57.478S,2.191S
2018,CZE,11,8,29,1M57.647S,2.656S
2018,CZE,11,9,42,1M57.601S,2.707S
2018,CZE,11,10,26,1M57.568S,2.881S
2018,CZE,11,11,19,1M57.628S,7.410S
2018,CZE,11,12,43,1M57.644S,8.035S
2018,CZE,11,13,21,1M57.668S,8.521S
2018,CZE,11,14,55,1M57.733S,8.946S
2018,CZE,11,15,41,1M58.240S,12.670S
2018,CZE,11,16,12,1M58.371S,14.219S
2018,CZE,11,17,30,1M58.189S,15.582S
2018,CZE,11,18,17,1M59.346S,20.273S
2018,CZE,11,19,50,1M59.333S,20.445S
2018,CZE,11,20,10,1M59.085S,21.001S
2018,CZE,12,1,4,1M57.484S,
2018,CZE,12,2,93,1M57.470S,0.101S
2018,CZE,12,3,35,1M57.432S,0.304S
2018,CZE,12,4,46,1M57.788S,0.529S
2018,CZE,12,5,99,1M57.460S,0.759S
2018,CZE,12,6,9,1M57.610S,1.112S
2018,CZE,12,7,5,1M57.156S,1.863S
2018,CZE,12,8,42,1M57.541S,2.764S
2018,CZE,12,9,29,1M57.890S,3.062S
2018,CZE,12,10,26,1M57.837S,3.234S
2018,CZE,12,11,19,1M57.110S,7.036S
2018,CZE,12,12,43,1M57.879S,8.430S
2018,CZE,12,13,21,1M58.097S,9.134S
2018,CZE,12,14,55,1M58.107S,9.569S
2018,CZE,12,15,41,1M58.428S,13.614S
2018,CZE,12,16,12,1M58.582S,15.317S
2018,CZE,12,17,30,1M58.272S,16.370S
2018,CZE,12,18,17,1M59.447S,22.236S
2018,CZE,12,19,50,1M59.408S,22.369S
2018,CZE,12,20,10,1M59.090S,22.607S
2018,CZE,13,1,4,1M57.045S,
2018,CZE,13,2,93,1M57.066S,0.122S
2018,CZE,13,3,35,1M57.173S,0.432S
2018,CZE,13,4,99,1M57.200S,0.914S
2018,CZE,13,5,46,1M57.559S,1.043S
2018,CZE,13,6,9,1M57.354S,1.421S
2018,CZE,13,7,5,1M57.434S,2.252S
2018,CZE,13,8,42,1M57.530S,3.249S
2018,CZE,13,9,29,1M57.431S,3.448S
2018,CZE,13,10,26,1M57.381S,3.570S
2018,CZE,13,11,19,1M57.263S,7.254S
2018,CZE,13,12,43,1M57.764S,9.149S
2018,CZE,13,13,21,1M57.895S,9.984S
2018,CZE,13,14,55,1M57.972S,10.496S
2018,CZE,13,15,41,1M58.162S,14.731S
2018,CZE,13,16,12,1M58.814S,17.086S
2018,CZE,13,17,30,1M58.236S,17.561S
2018,CZE,13,18,17,1M58.803S,23.994S
2018,CZE,13,19,50,1M59.239S,24.563S
2018,CZE,13,20,10,1M59.182S,24.744S
2018,CZE,14,1,4,1M57.183S,
2018,CZE,14,2,93,1M57.159S,0.098S
2018,CZE,14,3,35,1M57.101S,0.350S
2018,CZE,14,4,99,1M57.173S,0.904S
2018,CZE,14,5,46,1M57.325S,1.185S
2018,CZE,14,6,9,1M57.433S,1.671S
2018,CZE,14,7,5,1M57.408S,2.477S
2018,CZE,14,8,42,1M57.852S,3.918S
2018,CZE,14,9,29,1M57.818S,4.083S
2018,CZE,14,10,26,1M57.873S,4.260S
2018,CZE,14,11,19,1M57.238S,7.309S
2018,CZE,14,12,43,1M57.826S,9.792S
2018,CZE,14,13,21,1M57.790S,10.591S
2018,CZE,14,14,55,1M58.094S,11.407S
2018,CZE,14,15,41,1M58.049S,15.597S
2018,CZE,14,16,12,1M58.094S,17.997S
2018,CZE,14,17,30,1M58.470S,18.848S
2018,CZE,14,18,17,1M58.734S,25.545S
2018,CZE,14,19,50,1M59.220S,26.600S
2018,CZE,14,20,10,1M59.265S,26.826S
2018,CZE,15,1,4,1M57.434S,
2018,CZE,15,2,93,1M57.473S,0.137S
2018,CZE,15,3,35,1M57.347S,0.263S
2018,CZE,15,4,99,1M57.141S,0.611S
2018,CZE,15,5,46,1M57.208S,0.959S
2018,CZE,15,6,9,1M57.225S,1.462S
2018,CZE,15,7,5,1M57.239S,2.282S
2018,CZE,15,8,29,1M57.340S,3.989S
2018,CZE,15,9,42,1M58.026S,4.510S
2018,CZE,15,10,26,1M58.239S,5.065S
2018,CZE,15,11,19,1M56.772S,6.647S
2018,CZE,15,12,43,1M57.962S,10.320S
2018,CZE,15,13,21,1M57.710S,10.867S
2018,CZE,15,14,55,1M58.547S,12.520S
2018,CZE,15,15,41,1M57.976S,16.139S
2018,CZE,15,16,12,1M58.091S,18.654S
2018,CZE,15,17,30,1M58.429S,19.843S
2018,CZE,15,18,17,1M59.112S,27.223S
2018,CZE,15,19,10,1M59.354S,28.746S
2018,CZE,15,20,50,1M59.655S,28.821S
2018,CZE,16,1,4,1M57.374S,
2018,CZE,16,2,93,1M57.345S,0.108S
2018,CZE,16,3,99,1M57.062S,0.299S
2018,CZE,16,4,35,1M57.497S,0.386S
2018,CZE,16,5,46,1M57.281S,0.866S
2018,CZE,16,6,9,1M57.261S,1.349S
2018,CZE,16,7,5,1M57.343S,2.251S
2018,CZE,16,8,29,1M57.278S,3.893S
2018,CZE,16,9,42,1M57.510S,4.646S
2018,CZE,16,10,26,1M57.281S,4.972S
2018,CZE,16,11,19,1M57.004S,6.277S
2018,CZE,16,12,43,1M57.711S,10.657S
2018,CZE,16,13,21,1M57.627S,11.120S
2018,CZE,16,14,55,1M58.318S,13.464S
2018,CZE,16,15,41,1M58.048S,16.813S
2018,CZE,16,16,12,1M58.326S,19.606S
2018,CZE,16,17,30,1M58.290S,20.759S
2018,CZE,16,18,17,1M58.827S,28.676S
2018,CZE,16,19,50,1M59.174S,30.621S
2018,CZE,16,20,10,2M00.637S,32.009S
2018,CZE,17,1,4,1M56.893S,
2018,CZE,17,2,93,1M56.938S,0.153S
2018,CZE,17,3,99,1M56.964S,0.370S
2018,CZE,17,4,35,1M57.384S,0.877S
2018,CZE,17,5,46,1M57.185S,1.158S
2018,CZE,17,6,9,1M57.526S,1.982S
2018,CZE,17,7,5,1M57.199S,2.557S
2018,CZE,17,8,29,1M57.718S,4.718S
2018,CZE,17,9,42,1M57.440S,5.193S
2018,CZE,17,10,26,1M57.223S,5.302S
2018,CZE,17,11,19,1M56.925S,6.309S
2018,CZE,17,12,43,1M58.063S,11.827S
2018,CZE,17,13,21,1M57.844S,12.071S
2018,CZE,17,14,55,1M58.253S,14.824S
2018,CZE,17,15,41,1M58.021S,17.941S
2018,CZE,17,16,12,1M58.454S,21.167S
2018,CZE,17,17,30,1M58.382S,22.248S
2018,CZE,17,18,17,1M59.103S,30.886S
2018,CZE,17,19,50,1M58.892S,32.620S
2018,CZE,17,20,10,1M59.882S,34.998S
2018,CZE,18,1,4,1M57.215S,
2018,CZE,18,2,99,1M56.985S,0.140S
2018,CZE,18,3,93,1M57.272S,0.210S
2018,CZE,18,4,35,1M57.087S,0.749S
2018,CZE,18,5,46,1M57.156S,1.099S
2018,CZE,18,6,9,1M57.301S,2.068S
2018,CZE,18,7,5,1M57.422S,2.764S
2018,CZE,18,8,29,1M57.998S,5.501S
2018,CZE,18,9,42,1M57.667S,5.645S
2018,CZE,18,10,26,1M57.618S,5.705S
2018,CZE,18,11,19,1M56.855S,5.949S
2018,CZE,18,12,43,1M57.988S,12.600S
2018,CZE,18,13,21,1M58.328S,13.184S
2018,CZE,18,14,55,1M58.675S,16.284S
2018,CZE,18,15,41,1M58.244S,18.970S
2018,CZE,18,16,12,1M58.817S,22.769S
2018,CZE,18,17,30,1M58.243S,23.276S
2018,CZE,18,18,17,1M59.504S,33.175S
2018,CZE,18,19,50,1M59.073S,34.478S
2018,CZE,18,20,10,2M00.847S,38.630S
2018,CZE,19,1,4,1M56.819S,
2018,CZE,19,2,99,1M56.801S,0.122S
2018,CZE,19,3,93,1M56.909S,0.300S
2018,CZE,19,4,35,1M57.376S,1.306S
2018,CZE,19,5,46,1M57.343S,1.623S
2018,CZE,19,6,9,1M57.364S,2.613S
2018,CZE,19,7,5,1M57.557S,3.502S
2018,CZE,19,8,26,1M57.278S,6.164S
2018,CZE,19,9,29,1M57.879S,6.561S
2018,CZE,19,10,19,1M57.684S,6.814S
2018,CZE,19,11,42,1M58.105S,6.931S
2018,CZE,19,12,43,1M57.952S,13.733S
2018,CZE,19,13,21,1M58.612S,14.977S
2018,CZE,19,14,55,1M58.770S,18.235S
2018,CZE,19,15,41,1M58.305S,20.456S
2018,CZE,19,16,12,1M58.445S,24.395S
2018,CZE,19,17,30,1M58.497S,24.954S
2018,CZE,19,18,17,1M59.802S,36.158S
2018,CZE,19,19,50,1M59.379S,37.038S
2018,CZE,19,20,10,2M00.984S,42.795S
2018,CZE,20,1,4,1M56.930S,
2018,CZE,20,2,99,1M57.088S,0.280S
2018,CZE,20,3,93,1M57.011S,0.381S
2018,CZE,20,4,35,1M57.356S,1.732S
2018,CZE,20,5,46,1M57.318S,2.011S
2018,CZE,20,6,9,1M57.161S,2.844S
2018,CZE,20,7,5,1M57.754S,4.326S
2018,CZE,20,8,26,1M57.477S,6.711S
2018,CZE,20,9,29,1M57.421S,7.052S
2018,CZE,20,10,19,1M57.313S,7.197S
2018,CZE,20,11,42,1M57.695S,7.696S
2018,CZE,20,12,43,1M58.095S,14.898S
2018,CZE,20,13,21,1M59.053S,17.100S
2018,CZE,20,14,55,1M58.572S,19.877S
2018,CZE,20,15,41,1M58.068S,21.594S
2018,CZE,20,16,12,1M58.476S,25.941S
2018,CZE,20,17,30,1M58.681S,26.705S
2018,CZE,20,18,17,1M59.289S,38.517S
2018,CZE,20,19,50,1M59.562S,39.670S
2018,CZE,20,20,10,2M00.807S,46.672S
2018,CZE,21,1,4,1M56.742S,
2018,CZE,21,2,99,1M56.640S,0.178S
2018,CZE,21,3,93,1M56.729S,0.368S
2018,CZE,21,4,46,1M57.633S,2.902S
2018,CZE,21,5,35,1M57.968S,2.958S
2018,CZE,21,6,9,1M57.666S,3.768S
2018,CZE,21,7,5,1M58.575S,6.159S
2018,CZE,21,8,26,1M57.510S,7.479S
2018,CZE,21,9,19,1M57.120S,7.575S
2018,CZE,21,10,29,1M58.016S,8.326S
2018,CZE,21,11,42,1M57.699S,8.653S
2018,CZE,21,12,43,1M58.393S,16.549S
2018,CZE,21,13,21,1M59.245S,19.603S
2018,CZE,21,14,55,1M58.246S,21.381S
2018,CZE,21,15,41,1M58.307S,23.159S
2018,CZE,21,16,12,1M58.474S,27.673S
2018,CZE,21,17,30,1M58.348S,28.311S
2018,CZE,21,18,17,1M59.397S,41.172S
2018,CZE,21,19,50,1M59.483S,42.411S
2018,CZE,21,20,10,2M01.011S,50.941S
2018,FRA,1,1,99,1M36.266S,
2018,FRA,1,2,5,1M36.675S,0.409S
2018,FRA,1,3,4,1M37.437S,1.171S
2018,FRA,1,4,9,1M38.097S,1.831S
2018,FRA,1,5,93,1M38.307S,2.041S
2018,FRA,1,6,46,1M38.427S,2.161S
2018,FRA,1,7,43,1M38.723S,2.457S
2018,FRA,1,8,42,1M39.148S,2.882S
2018,FRA,1,9,26,1M39.320S,3.054S
2018,FRA,1,10,53,1M39.616S,3.350S
2018,FRA,1,11,25,1M39.880S,3.614S
2018,FRA,1,12,44,1M40.015S,3.749S
2018,FRA,1,13,35,1M40.295S,4.029S
2018,FRA,1,14,41,1M40.623S,4.357S
2018,FRA,1,15,21,1M40.722S,4.456S
2018,FRA,1,16,38,1M40.995S,4.729S
2018,FRA,1,17,19,1M41.096S,4.830S
2018,FRA,1,18,30,1M41.506S,5.240S
2018,FRA,1,19,45,1M41.674S,5.408S
2018,FRA,1,20,55,1M41.797S,5.531S
2018,FRA,1,21,17,1M41.902S,5.636S
2018,FRA,1,22,10,1M42.118S,5.852S
2018,FRA,1,23,12,1M42.577S,6.311S
2018,FRA,2,1,99,1M33.776S,
2018,FRA,2,2,5,1M33.565S,0.198S
2018,FRA,2,3,4,1M32.881S,0.276S
2018,FRA,2,4,93,1M33.090S,1.355S
2018,FRA,2,5,9,1M33.959S,2.014S
2018,FRA,2,6,46,1M33.805S,2.190S
2018,FRA,2,7,43,1M33.742S,2.423S
2018,FRA,2,8,26,1M33.933S,3.211S
2018,FRA,2,9,25,1M34.713S,4.551S
2018,FRA,2,10,42,1M35.598S,4.704S
2018,FRA,2,11,41,1M34.439S,5.020S
2018,FRA,2,12,21,1M34.481S,5.161S
2018,FRA,2,13,44,1M35.549S,5.522S
2018,FRA,2,14,35,1M35.308S,5.561S
2018,FRA,2,15,38,1M34.842S,5.795S
2018,FRA,2,16,30,1M34.469S,5.933S
2018,FRA,2,17,45,1M34.491S,6.123S
2018,FRA,2,18,55,1M34.504S,6.259S
2018,FRA,2,19,17,1M35.104S,6.964S
2018,FRA,2,20,10,1M35.159S,7.235S
2018,FRA,2,21,12,1M34.849S,7.384S
2018,FRA,2,22,53,2M33.272S,1M02.846S
2018,FRA,3,1,99,1M32.881S,
2018,FRA,3,2,4,1M32.854S,0.249S
2018,FRA,3,3,5,1M33.257S,0.574S
2018,FRA,3,4,93,1M32.796S,1.270S
2018,FRA,3,5,9,1M32.955S,2.088S
2018,FRA,3,6,46,1M33.028S,2.337S
2018,FRA,3,7,43,1M33.066S,2.608S
2018,FRA,3,8,26,1M33.165S,3.495S
2018,FRA,3,9,42,1M33.982S,5.805S
2018,FRA,3,10,41,1M33.899S,6.038S
2018,FRA,3,11,21,1M33.819S,6.099S
2018,FRA,3,12,44,1M33.914S,6.555S
2018,FRA,3,13,25,1M35.432S,7.102S
2018,FRA,3,14,35,1M34.550S,7.230S
2018,FRA,3,15,30,1M34.413S,7.465S
2018,FRA,3,16,38,1M34.806S,7.720S
2018,FRA,3,17,45,1M34.620S,7.862S
2018,FRA,3,18,55,1M34.629S,8.007S
2018,FRA,3,19,17,1M34.680S,8.763S
2018,FRA,3,20,10,1M35.119S,9.473S
2018,FRA,3,21,12,1M35.119S,9.622S
2018,FRA,3,22,53,1M38.848S,1M08.813S
2018,FRA,4,1,99,1M32.823S,
2018,FRA,4,2,4,1M32.688S,0.114S
2018,FRA,4,3,5,1M32.783S,0.534S
2018,FRA,4,4,93,1M32.481S,0.928S
2018,FRA,4,5,9,1M32.783S,2.048S
2018,FRA,4,6,46,1M32.770S,2.284S
2018,FRA,4,7,43,1M32.920S,2.705S
2018,FRA,4,8,26,1M32.927S,3.599S
2018,FRA,4,9,42,1M33.758S,6.740S
2018,FRA,4,10,41,1M33.740S,6.955S
2018,FRA,4,11,21,1M33.844S,7.120S
2018,FRA,4,12,44,1M33.973S,7.705S
2018,FRA,4,13,25,1M33.996S,8.275S
2018,FRA,4,14,35,1M34.045S,8.452S
2018,FRA,4,15,30,1M34.088S,8.730S
2018,FRA,4,16,38,1M34.505S,9.402S
2018,FRA,4,17,45,1M34.547S,9.586S
2018,FRA,4,18,55,1M34.505S,9.689S
2018,FRA,4,19,17,1M34.696S,10.636S
2018,FRA,4,20,12,1M34.763S,11.562S
2018,FRA,4,21,10,1M36.099S,12.749S
2018,FRA,4,22,53,1M34.688S,1M10.678S
2018,FRA,5,1,99,1M33.328S,
2018,FRA,5,2,5,1M33.146S,0.352S
2018,FRA,5,3,93,1M32.926S,0.526S
2018,FRA,5,4,9,1M32.788S,1.508S
2018,FRA,5,5,46,1M32.930S,1.886S
2018,FRA,5,6,43,1M32.862S,2.239S
2018,FRA,5,7,26,1M32.960S,3.231S
2018,FRA,5,8,41,1M33.521S,7.148S
2018,FRA,5,9,21,1M33.456S,7.248S
2018,FRA,5,10,42,1M34.195S,7.607S
2018,FRA,5,11,44,1M33.804S,8.181S
2018,FRA,5,12,25,1M33.868S,8.815S
2018,FRA,5,13,35,1M33.882S,9.006S
2018,FRA,5,14,30,1M34.043S,9.445S
2018,FRA,5,15,38,1M33.857S,9.931S
2018,FRA,5,16,45,1M34.130S,10.388S
2018,FRA,5,17,55,1M34.103S,10.464S
2018,FRA,5,18,17,1M34.406S,11.714S
2018,FRA,5,19,12,1M34.498S,12.732S
2018,FRA,5,20,10,1M34.808S,14.229S
2018,FRA,5,21,53,1M34.364S,1M11.714S
2018,FRA,6,1,99,1M33.071S,
2018,FRA,6,2,5,1M32.950S,0.231S
2018,FRA,6,3,93,1M32.903S,0.358S
2018,FRA,6,4,9,1M32.880S,1.317S
2018,FRA,6,5,46,1M32.638S,1.453S
2018,FRA,6,6,43,1M32.793S,1.961S
2018,FRA,6,7,26,1M32.902S,3.062S
2018,FRA,6,8,41,1M33.399S,7.476S
2018,FRA,6,9,21,1M33.985S,8.162S
2018,FRA,6,10,42,1M33.715S,8.251S
2018,FRA,6,11,44,1M33.810S,8.920S
2018,FRA,6,12,25,1M33.570S,9.314S
2018,FRA,6,13,35,1M33.665S,9.600S
2018,FRA,6,14,30,1M34.018S,10.392S
2018,FRA,6,15,38,1M34.082S,10.942S
2018,FRA,6,16,55,1M33.658S,11.051S
2018,FRA,6,17,45,1M34.488S,11.805S
2018,FRA,6,18,17,1M34.393S,13.036S
2018,FRA,6,19,12,1M34.474S,14.135S
2018,FRA,6,20,10,1M34.693S,15.851S
2018,FRA,6,21,53,1M34.559S,1M13.202S
2018,FRA,7,1,99,1M33.081S,
2018,FRA,7,2,93,1M33.103S,0.380S
2018,FRA,7,3,5,1M33.340S,0.490S
2018,FRA,7,4,9,1M32.770S,1.006S
2018,FRA,7,5,46,1M32.956S,1.328S
2018,FRA,7,6,43,1M33.979S,2.859S
2018,FRA,7,7,26,1M33.101S,3.082S
2018,FRA,7,8,41,1M33.476S,7.871S
2018,FRA,7,9,21,1M33.884S,8.965S
2018,FRA,7,10,42,1M33.906S,9.076S
2018,FRA,7,11,44,1M34.332S,10.171S
2018,FRA,7,12,25,1M34.000S,10.233S
2018,FRA,7,13,35,1M33.895S,10.414S
2018,FRA,7,14,30,1M34.314S,11.625S
2018,FRA,7,15,55,1M33.896S,11.866S
2018,FRA,7,16,38,1M34.355S,12.216S
2018,FRA,7,17,45,1M33.923S,12.647S
2018,FRA,7,18,17,1M34.357S,14.312S
2018,FRA,7,19,12,1M34.351S,15.405S
2018,FRA,7,20,10,1M34.751S,17.521S
2018,FRA,7,21,53,1M33.839S,1M13.960S
2018,FRA,8,1,99,1M33.182S,
2018,FRA,8,2,93,1M33.132S,0.330S
2018,FRA,8,3,9,1M32.972S,0.796S
2018,FRA,8,4,46,1M33.514S,1.660S
2018,FRA,8,5,43,1M32.967S,2.644S
2018,FRA,8,6,26,1M33.240S,3.140S
2018,FRA,8,7,41,1M33.748S,8.437S
2018,FRA,8,8,21,1M34.135S,9.918S
2018,FRA,8,9,42,1M34.234S,10.128S
2018,FRA,8,10,44,1M33.699S,10.688S
2018,FRA,8,11,25,1M33.780S,10.831S
2018,FRA,8,12,35,1M33.897S,11.129S
2018,FRA,8,13,30,1M34.146S,12.589S
2018,FRA,8,14,55,1M34.166S,12.850S
2018,FRA,8,15,38,1M34.497S,13.531S
2018,FRA,8,16,45,1M34.277S,13.742S
2018,FRA,8,17,17,1M34.709S,15.839S
2018,FRA,8,18,12,1M34.439S,16.662S
2018,FRA,8,19,10,1M34.747S,19.086S
2018,FRA,8,20,5,2M37.297S,1M04.605S
2018,FRA,8,21,53,1M33.950S,1M14.728S
2018,FRA,9,1,99,1M33.064S,
2018,FRA,9,2,93,1M32.854S,0.120S
2018,FRA,9,3,9,1M32.868S,0.600S
2018,FRA,9,4,46,1M33.202S,1.798S
2018,FRA,9,5,43,1M33.030S,2.610S
2018,FRA,9,6,26,1M33.027S,3.103S
2018,FRA,9,7,41,1M33.743S,9.116S
2018,FRA,9,8,21,1M34.091S,10.945S
2018,FRA,9,9,42,1M34.115S,11.179S
2018,FRA,9,10,44,1M33.988S,11.612S
2018,FRA,9,11,25,1M33.952S,11.719S
2018,FRA,9,12,35,1M33.877S,11.942S
2018,FRA,9,13,30,1M33.847S,13.372S
2018,FRA,9,14,55,1M33.785S,13.571S
2018,FRA,9,15,38,1M33.930S,14.397S
2018,FRA,9,16,45,1M34.055S,14.733S
2018,FRA,9,17,17,1M34.506S,17.281S
2018,FRA,9,18,12,1M34.451S,18.049S
2018,FRA,9,19,10,1M34.924S,20.946S
2018,FRA,9,20,53,1M33.634S,1M15.298S
2018,FRA,10,1,93,1M32.868S,
2018,FRA,10,2,99,1M33.618S,0.630S
2018,FRA,10,3,9,1M33.226S,0.838S
2018,FRA,10,4,46,1M32.991S,1.801S
2018,FRA,10,5,43,1M32.903S,2.525S
2018,FRA,10,6,26,1M32.807S,2.922S
2018,FRA,10,7,41,1M34.278S,10.406S
2018,FRA,10,8,21,1M34.163S,12.120S
2018,FRA,10,9,42,1M34.035S,12.226S
2018,FRA,10,10,44,1M33.950S,12.574S
2018,FRA,10,11,25,1M33.995S,12.726S
2018,FRA,10,12,35,1M33.890S,12.844S
2018,FRA,10,13,30,1M33.998S,14.382S
2018,FRA,10,14,55,1M34.050S,14.633S
2018,FRA,10,15,38,1M33.913S,15.322S
2018,FRA,10,16,45,1M34.071S,15.816S
2018,FRA,10,17,17,1M34.420S,18.713S
2018,FRA,10,18,12,1M34.123S,19.184S
2018,FRA,10,19,10,1M34.748S,22.706S
2018,FRA,10,20,53,1M45.607S,1M27.917S
2018,FRA,11,1,93,1M33.129S,
2018,FRA,11,2,9,1M32.874S,0.583S
2018,FRA,11,3,99,1M33.602S,1.103S
2018,FRA,11,4,46,1M32.983S,1.655S
2018,FRA,11,5,43,1M32.820S,2.216S
2018,FRA,11,6,26,1M32.846S,2.639S
2018,FRA,11,7,41,1M33.986S,11.263S
2018,FRA,11,8,42,1M33.584S,12.681S
2018,FRA,11,9,21,1M34.111S,13.102S
2018,FRA,11,10,25,1M33.772S,13.369S
2018,FRA,11,11,44,1M34.137S,13.582S
2018,FRA,11,12,35,1M34.040S,13.755S
2018,FRA,11,13,30,1M33.843S,15.096S
2018,FRA,11,14,55,1M33.776S,15.280S
2018,FRA,11,15,38,1M33.859S,16.052S
2018,FRA,11,16,17,1M34.822S,20.406S
2018,FRA,11,17,12,1M34.534S,20.589S
2018,FRA,11,18,10,1M35.259S,24.836S
2018,FRA,12,1,93,1M32.747S,
2018,FRA,12,2,9,1M32.866S,0.702S
2018,FRA,12,3,99,1M33.452S,1.808S
2018,FRA,12,4,46,1M33.082S,1.990S
2018,FRA,12,5,43,1M32.959S,2.428S
2018,FRA,12,6,26,1M33.040S,2.932S
2018,FRA,12,7,41,1M33.765S,12.281S
2018,FRA,12,8,42,1M33.417S,13.351S
2018,FRA,12,9,21,1M33.712S,14.067S
2018,FRA,12,10,25,1M33.824S,14.446S
2018,FRA,12,11,44,1M33.994S,14.829S
2018,FRA,12,12,35,1M33.966S,14.974S
2018,FRA,12,13,30,1M33.838S,16.187S
2018,FRA,12,14,55,1M33.845S,16.378S
2018,FRA,12,15,38,1M33.726S,17.031S
2018,FRA,12,16,17,1M34.506S,22.165S
2018,FRA,12,17,12,1M34.465S,22.307S
2018,FRA,12,18,10,1M34.935S,27.024S
2018,FRA,13,1,93,1M32.485S,
2018,FRA,13,2,9,1M32.634S,0.851S
2018,FRA,13,3,46,1M32.626S,2.131S
2018,FRA,13,4,99,1M33.273S,2.596S
2018,FRA,13,5,43,1M32.918S,2.861S
2018,FRA,13,6,26,1M32.839S,3.286S
2018,FRA,13,7,41,1M33.574S,13.370S
2018,FRA,13,8,42,1M33.291S,14.157S
2018,FRA,13,9,21,1M33.855S,15.437S
2018,FRA,13,10,25,1M33.690S,15.651S
2018,FRA,13,11,44,1M33.677S,16.021S
2018,FRA,13,12,35,1M33.736S,16.225S
2018,FRA,13,13,30,1M33.674S,17.376S
2018,FRA,13,14,55,1M33.782S,17.675S
2018,FRA,13,15,38,1M33.759S,18.305S
2018,FRA,13,16,12,1M34.538S,24.360S
2018,FRA,13,17,17,1M34.861S,24.541S
2018,FRA,13,18,10,1M34.978S,29.517S
2018,FRA,14,1,93,1M32.707S,
2018,FRA,14,2,9,1M32.501S,0.645S
2018,FRA,14,3,46,1M32.426S,1.850S
2018,FRA,14,4,43,1M32.467S,2.621S
2018,FRA,14,5,99,1M33.333S,3.222S
2018,FRA,14,6,26,1M32.886S,3.465S
2018,FRA,14,7,41,1M33.498S,14.161S
2018,FRA,14,8,42,1M33.338S,14.788S
2018,FRA,14,9,25,1M33.581S,16.525S
2018,FRA,14,10,44,1M33.776S,17.090S
2018,FRA,14,11,21,1M34.521S,17.251S
2018,FRA,14,12,35,1M33.978S,17.496S
2018,FRA,14,13,55,1M33.790S,18.758S
2018,FRA,14,14,30,1M34.546S,19.215S
2018,FRA,14,15,38,1M33.800S,19.398S
2018,FRA,14,16,12,1M33.710S,25.363S
2018,FRA,14,17,17,1M34.343S,26.177S
2018,FRA,14,18,10,1M34.920S,31.730S
2018,FRA,15,1,93,1M32.864S,
2018,FRA,15,2,9,1M32.734S,0.515S
2018,FRA,15,3,46,1M32.619S,1.605S
2018,FRA,15,4,43,1M32.662S,2.419S
2018,FRA,15,5,99,1M33.148S,3.506S
2018,FRA,15,6,26,1M33.067S,3.668S
2018,FRA,15,7,41,1M33.476S,14.773S
2018,FRA,15,8,42,1M33.666S,15.590S
2018,FRA,15,9,25,1M33.020S,16.681S
2018,FRA,15,10,44,1M33.644S,17.870S
2018,FRA,15,11,21,1M34.124S,18.511S
2018,FRA,15,12,35,1M34.039S,18.671S
2018,FRA,15,13,55,1M33.415S,19.309S
2018,FRA,15,14,30,1M33.793S,20.144S
2018,FRA,15,15,38,1M34.017S,20.551S
2018,FRA,15,16,12,1M33.666S,26.165S
2018,FRA,15,17,17,1M34.314S,27.627S
2018,FRA,15,18,10,1M35.299S,34.165S
2018,FRA,16,1,93,1M32.457S,
2018,FRA,16,2,9,1M32.810S,0.868S
2018,FRA,16,3,46,1M32.722S,1.870S
2018,FRA,16,4,43,1M32.782S,2.744S
