year,circuit,lap,rank,rider,time,gap
2014,AME,1,1,93,2M04.852S,
2014,AME,1,2,99,2M05.248S,0.396S
2014,AME,1,3,26,2M05.461S,0.609S
2014,AME,1,4,29,2M06.227S,1.375S
2014,AME,1,5,35,2M06.525S,1.673S
2014,AME,1,6,6,2M06.892S,2.040S
2014,AME,1,7,4,2M07.416S,2.564S
2014,AME,1,8,46,2M07.840S,2.988S
2014,AME,1,9,38,2M08.054S,3.202S
2014,AME,1,10,44,2M08.332S,3.480S
2014,AME,1,11,19,2M08.728S,3.876S
2014,AME,1,12,41,2M08.921S,4.069S
2014,AME,1,13,68,2M09.334S,4.482S
2014,AME,1,14,45,2M09.664S,4.812S
2014,AME,1,15,69,2M09.973S,5.121S
2014,AME,1,16,7,2M10.639S,5.787S
2014,AME,1,17,5,2M11.832S,6.980S
2014,AME,1,18,70,2M12.405S,7.553S
2014,AME,1,19,63,2M12.916S,8.064S
2014,AME,1,20,23,2M13.596S,8.744S
2014,AME,1,21,9,2M13.882S,9.030S
2014,AME,1,22,17,2M14.157S,9.305S
2014,AME,1,23,8,2M14.788S,9.936S
2014,AME,2,1,93,2M03.636S,
2014,AME,2,2,26,2M03.697S,0.670S
2014,AME,2,3,29,2M04.194S,1.933S
2014,AME,2,4,35,2M04.593S,2.630S
2014,AME,2,5,6,2M04.607S,3.011S
2014,AME,2,6,46,2M04.179S,3.531S
2014,AME,2,7,4,2M04.746S,3.674S
2014,AME,2,8,38,2M04.576S,4.142S
2014,AME,2,9,44,2M04.562S,4.406S
2014,AME,2,10,19,2M04.701S,4.941S
2014,AME,2,11,41,2M05.519S,5.952S
2014,AME,2,12,68,2M06.098S,6.944S
2014,AME,2,13,45,2M05.996S,7.172S
2014,AME,2,14,69,2M06.662S,8.147S
2014,AME,2,15,7,2M07.123S,9.274S
2014,AME,2,16,5,2M07.191S,10.535S
2014,AME,2,17,70,2M07.922S,11.839S
2014,AME,2,18,63,2M07.941S,12.369S
2014,AME,2,19,17,2M07.363S,13.032S
2014,AME,2,20,8,2M07.603S,13.903S
2014,AME,2,21,9,2M08.834S,14.228S
2014,AME,2,22,23,2M09.565S,14.673S
2014,AME,2,23,99,2M28.026S,24.786S
2014,AME,3,1,93,2M03.575S,
2014,AME,3,2,26,2M03.587S,0.682S
2014,AME,3,3,29,2M03.978S,2.336S
2014,AME,3,4,35,2M05.167S,4.222S
2014,AME,3,5,46,2M04.519S,4.475S
2014,AME,3,6,6,2M05.172S,4.608S
2014,AME,3,7,4,2M04.868S,4.967S
2014,AME,3,8,38,2M04.567S,5.134S
2014,AME,3,9,44,2M04.586S,5.41S
2014,AME,3,10,19,2M04.373S,5.73S
2014,AME,3,11,41,2M05.776S,8.15S
2014,AME,3,12,45,2M06.281S,9.87S
2014,AME,3,13,68,2M07.096S,10.46S
2014,AME,3,14,69,2M06.414S,10.98S
2014,AME,3,15,7,2M06.815S,12.51S
2014,AME,3,16,5,2M07.049S,14.00S
2014,AME,3,17,70,2M07.931S,16.19S
2014,AME,3,18,17,2M07.016S,16.47S
2014,AME,3,19,63,2M08.539S,17.33S
2014,AME,3,20,8,2M07.239S,17.56S
2014,AME,3,21,9,2M08.524S,19.17S
2014,AME,3,22,23,2M08.632S,19.73S
2014,AME,3,23,99,2M05.124S,26.33S
2014,AME,4,1,93,2M03.597S,
2014,AME,4,2,26,2M03.698S,0.78S
2014,AME,4,3,29,2M05.412S,4.15S
2014,AME,4,4,46,2M04.363S,5.24S
2014,AME,4,5,6,2M04.852S,5.86S
2014,AME,4,6,4,2M04.933S,6.30S
2014,AME,4,7,35,2M05.875S,6.50S
2014,AME,4,8,38,2M05.244S,6.78S
2014,AME,4,9,44,2M05.137S,6.95S
2014,AME,4,10,19,2M05.006S,7.14S
2014,AME,4,11,41,2M05.810S,10.36S
2014,AME,4,12,45,2M06.340S,12.62S
2014,AME,4,13,68,2M06.278S,13.14S
2014,AME,4,14,69,2M06.165S,13.55S
2014,AME,4,15,7,2M06.598S,15.51S
2014,AME,4,16,5,2M07.278S,17.69S
2014,AME,4,17,17,2M07.154S,20.03S
2014,AME,4,18,8,2M07.264S,21.23S
2014,AME,4,19,70,2M08.780S,21.37S
2014,AME,4,20,63,2M08.562S,22.29S
2014,AME,4,21,9,2M08.157S,23.73S
2014,AME,4,22,23,2M08.978S,25.11S
2014,AME,4,23,99,2M04.871S,27.60S
2014,AME,5,1,93,2M03.790S,
2014,AME,5,2,26,2M04.321S,1.31S
2014,AME,5,3,29,2M04.865S,5.22S
2014,AME,5,4,46,2M04.152S,5.60S
2014,AME,5,5,6,2M04.462S,6.53S
2014,AME,5,6,4,2M04.655S,7.16S
2014,AME,5,7,35,2M05.071S,7.78S
2014,AME,5,8,38,2M05.220S,8.21S
2014,AME,5,9,44,2M05.252S,8.41S
2014,AME,5,10,19,2M05.244S,8.60S
2014,AME,5,11,41,2M06.122S,12.69S
2014,AME,5,12,45,2M06.405S,15.23S
2014,AME,5,13,68,2M06.359S,15.71S
2014,AME,5,14,69,2M06.361S,16.12S
2014,AME,5,15,7,2M06.759S,18.48S
2014,AME,5,16,5,2M07.123S,21.02S
2014,AME,5,17,17,2M08.745S,24.98S
2014,AME,5,18,8,2M07.763S,25.20S
2014,AME,5,19,70,2M08.803S,26.391S
2014,AME,5,20,63,2M09.235S,27.743S
2014,AME,5,21,9,2M08.539S,28.486S
2014,AME,5,22,99,2M05.660S,29.479S
2014,AME,5,23,23,2M09.526S,30.847S
2014,AME,6,1,93,2M03.810S,
2014,AME,6,2,26,2M03.776S,1.280S
2014,AME,6,3,29,2M04.973S,6.389S
2014,AME,6,4,46,2M04.970S,6.763S
2014,AME,6,5,6,2M04.801S,7.526S
2014,AME,6,6,4,2M05.060S,8.418S
2014,AME,6,7,44,2M04.905S,9.514S
2014,AME,6,8,19,2M05.027S,9.819S
2014,AME,6,9,38,2M05.794S,10.195S
2014,AME,6,10,35,2M07.185S,11.156S
2014,AME,6,11,41,2M05.872S,14.760S
2014,AME,6,12,68,2M06.348S,18.253S
2014,AME,6,13,45,2M07.281S,18.707S
2014,AME,6,14,69,2M06.664S,18.979S
2014,AME,6,15,7,2M06.624S,21.298S
2014,AME,6,16,5,2M07.358S,24.571S
2014,AME,6,17,17,2M07.906S,29.081S
2014,AME,6,18,8,2M08.142S,29.539S
2014,AME,6,19,70,2M08.391S,30.972S
2014,AME,6,20,99,2M05.523S,31.192S
2014,AME,6,21,63,2M09.011S,32.944S
2014,AME,6,22,9,2M08.465S,33.141S
2014,AME,6,23,23,2M09.939S,36.976S
2014,AME,7,1,93,2M03.892S,
2014,AME,7,2,26,2M04.124S,1.512S
2014,AME,7,3,29,2M05.025S,7.522S
2014,AME,7,4,46,2M05.422S,8.293S
2014,AME,7,5,6,2M04.956S,8.590S
2014,AME,7,6,4,2M05.001S,9.527S
2014,AME,7,7,44,2M04.808S,10.430S
2014,AME,7,8,19,2M04.910S,10.837S
2014,AME,7,9,38,2M05.249S,11.552S
2014,AME,7,10,35,2M05.990S,13.254S
2014,AME,7,11,41,2M05.881S,16.749S
2014,AME,7,12,68,2M06.670S,21.031S
2014,AME,7,13,69,2M06.680S,21.767S
2014,AME,7,14,45,2M07.553S,22.368S
2014,AME,7,15,7,2M07.237S,24.643S
2014,AME,7,16,5,2M07.552S,28.231S
2014,AME,7,17,99,2M06.051S,33.351S
2014,AME,7,18,17,2M08.400S,33.589S
2014,AME,7,19,8,2M08.082S,33.729S
2014,AME,7,20,70,2M08.384S,35.464S
2014,AME,7,21,9,2M09.285S,38.534S
2014,AME,7,22,63,2M09.783S,38.835S
2014,AME,7,23,23,2M10.186S,43.270S
2014,AME,8,1,93,2M03.958S,
2014,AME,8,2,26,2M04.054S,1.608S
2014,AME,8,3,29,2M04.766S,8.330S
2014,AME,8,4,46,2M04.824S,9.159S
2014,AME,8,5,6,2M05.127S,9.759S
2014,AME,8,6,4,2M05.039S,10.608S
2014,AME,8,7,44,2M04.749S,11.221S
2014,AME,8,8,19,2M04.855S,11.734S
2014,AME,8,9,38,2M05.006S,12.600S
2014,AME,8,10,35,2M07.036S,16.332S
2014,AME,8,11,41,2M06.243S,19.034S
2014,AME,8,12,68,2M06.731S,23.804S
2014,AME,8,13,69,2M06.294S,24.103S
2014,AME,8,14,45,2M06.699S,25.109S
2014,AME,8,15,7,2M07.343S,28.028S
2014,AME,8,16,5,2M07.829S,32.102S
2014,AME,8,17,99,2M05.435S,34.828S
2014,AME,8,18,8,2M06.725S,36.496S
2014,AME,8,19,17,2M07.772S,37.403S
2014,AME,8,20,70,2M08.283S,39.789S
2014,AME,8,21,9,2M08.749S,43.325S
2014,AME,8,22,63,2M08.939S,43.816S
2014,AME,8,23,23,2M18.631S,57.943S
2014,AME,9,1,93,2M04.025S,
2014,AME,9,2,26,2M04.205S,1.788S
2014,AME,9,3,29,2M04.988S,9.293S
2014,AME,9,4,46,2M05.450S,10.584S
2014,AME,9,5,6,2M05.158S,10.892S
2014,AME,9,6,4,2M05.053S,11.636S
2014,AME,9,7,44,2M05.311S,12.507S
2014,AME,9,8,19,2M04.961S,12.670S
2014,AME,9,9,38,2M04.892S,13.467S
2014,AME,9,10,35,2M07.548S,19.855S
2014,AME,9,11,41,2M05.693S,20.702S
2014,AME,9,12,68,2M06.700S,26.479S
2014,AME,9,13,69,2M06.885S,26.963S
2014,AME,9,14,45,2M06.767S,27.851S
2014,AME,9,15,7,2M07.078S,31.081S
2014,AME,9,16,5,2M07.172S,35.249S
2014,AME,9,17,99,2M05.314S,36.117S
2014,AME,9,18,8,2M07.926S,40.397S
2014,AME,9,19,17,2M08.028S,41.406S
2014,AME,9,20,70,2M08.335S,44.099S
2014,AME,9,21,9,2M08.862S,48.162S
2014,AME,9,22,63,2M08.980S,48.771S
2014,AME,10,1,93,2M03.929S,
2014,AME,10,2,26,2M04.537S,2.396S
2014,AME,10,3,29,2M05.297S,10.661S
2014,AME,10,4,6,2M05.665S,12.628S
2014,AME,10,5,4,2M05.584S,13.291S
2014,AME,10,6,46,2M07.100S,13.755S
2014,AME,10,7,44,2M05.458S,14.036S
2014,AME,10,8,38,2M05.035S,14.573S
2014,AME,10,9,41,2M06.213S,22.986S
2014,AME,10,10,68,2M07.288S,29.838S
2014,AME,10,11,69,2M07.543S,30.577S
2014,AME,10,12,45,2M06.755S,30.677S
2014,AME,10,13,7,2M07.557S,34.709S
2014,AME,10,14,99,2M05.710S,37.898S
2014,AME,10,15,5,2M08.109S,39.429S
2014,AME,10,16,8,2M08.357S,44.825S
2014,AME,10,17,17,2M08.558S,46.035S
2014,AME,10,18,70,2M08.485S,48.655S
2014,AME,10,19,9,2M08.724S,52.957S
2014,AME,10,20,63,2M09.662S,54.504S
2014,AME,10,21,35,2M58.136S,1M14.062S
2014,AME,11,1,93,2M04.093S,
2014,AME,11,2,26,2M04.532S,2.835S
2014,AME,11,3,29,2M05.149S,11.717S
2014,AME,11,4,6,2M05.282S,13.817S
2014,AME,11,5,4,2M05.155S,14.353S
2014,AME,11,6,44,2M06.150S,16.093S
2014,AME,11,7,38,2M05.829S,16.309S
2014,AME,11,8,46,2M06.767S,16.429S
2014,AME,11,9,41,2M07.072S,25.965S
2014,AME,11,10,68,2M06.923S,32.668S
2014,AME,11,11,69,2M06.503S,32.987S
2014,AME,11,12,45,2M06.593S,33.177S
2014,AME,11,13,7,2M06.873S,37.489S
2014,AME,11,14,99,2M05.142S,38.947S
2014,AME,11,15,5,2M07.773S,43.109S
2014,AME,11,16,17,2M07.955S,49.897S
2014,AME,11,17,8,2M09.453S,50.185S
2014,AME,11,18,70,2M08.226S,52.788S
2014,AME,11,19,9,2M08.849S,57.713S
2014,AME,11,20,63,2M09.274S,59.685S
2014,AME,11,21,35,2M04.041S,1M14.010S
2014,AME,12,1,93,2M04.095S,
2014,AME,12,2,26,2M04.373S,3.113S
2014,AME,12,3,29,2M05.273S,12.895S
2014,AME,12,4,6,2M04.995S,14.717S
2014,AME,12,5,4,2M05.144S,15.402S
2014,AME,12,6,44,2M05.428S,17.426S
2014,AME,12,7,38,2M05.506S,17.720S
2014,AME,12,8,46,2M08.179S,20.513S
2014,AME,12,9,41,2M06.933S,28.803S
2014,AME,12,10,68,2M07.129S,35.702S
2014,AME,12,11,69,2M07.193S,36.085S
2014,AME,12,12,45,2M07.132S,36.214S
2014,AME,12,13,7,2M07.084S,40.478S
2014,AME,12,14,99,2M05.763S,40.615S
2014,AME,12,15,5,2M08.349S,47.363S
2014,AME,12,16,17,2M08.249S,54.051S
2014,AME,12,17,8,2M08.803S,54.893S
2014,AME,12,18,70,2M08.003S,56.696S
2014,AME,12,19,9,2M08.550S,1M02.168S
2014,AME,12,20,63,2M09.729S,1M05.319S
2014,AME,12,21,35,2M04.947S,1M14.862S
2014,AME,13,1,93,2M04.169S,
2014,AME,13,2,26,2M04.277S,3.221S
2014,AME,13,3,29,2M05.411S,14.137S
2014,AME,13,4,6,2M05.461S,16.009S
2014,AME,13,5,4,2M05.528S,16.761S
2014,AME,13,6,44,2M05.577S,18.834S
2014,AME,13,7,38,2M05.393S,18.944S
2014,AME,13,8,46,2M07.447S,23.791S
2014,AME,13,9,41,2M07.049S,31.683S
2014,AME,13,10,68,2M07.290S,38.823S
2014,AME,13,11,69,2M07.335S,39.251S
2014,AME,13,12,45,2M07.349S,39.394S
2014,AME,13,13,99,2M05.429S,41.875S
2014,AME,13,14,7,2M07.491S,43.800S
2014,AME,13,15,5,2M07.731S,50.925S
2014,AME,13,16,17,2M08.229S,58.111S
2014,AME,13,17,8,2M08.257S,58.981S
2014,AME,13,18,70,2M08.229S,1M00.756S
2014,AME,13,19,9,2M09.015S,1M07.014S
2014,AME,13,20,63,2M10.042S,1M11.192S
2014,AME,14,1,93,2M04.417S,
2014,AME,14,2,26,2M05.010S,3.814S
2014,AME,14,3,29,2M06.169S,15.889S
2014,AME,14,4,6,2M05.633S,17.225S
2014,AME,14,5,4,2M05.581S,17.925S
2014,AME,14,6,38,2M05.791S,20.318S
2014,AME,14,7,44,2M06.391S,20.808S
2014,AME,14,8,46,2M07.635S,27.009S
2014,AME,14,9,41,2M07.566S,34.832S
2014,AME,14,10,68,2M07.958S,42.364S
2014,AME,14,11,69,2M07.841S,42.675S
2014,AME,14,12,99,2M05.834S,43.292S
2014,AME,14,13,45,2M10.598S,45.575S
2014,AME,14,14,7,2M08.160S,47.543S
2014,AME,14,15,5,2M09.048S,55.556S
2014,AME,14,16,17,2M08.735S,1M02.429S
2014,AME,14,17,8,2M08.787S,1M03.351S
2014,AME,14,18,70,2M08.258S,1M04.597S
2014,AME,14,19,9,2M09.073S,1M11.670S
2014,AME,14,20,63,2M10.158S,1M16.933S
2014,AME,15,1,93,2M04.410S,
2014,AME,15,2,26,2M05.258S,4.662S
2014,AME,15,3,29,2M06.725S,18.204S
2014,AME,15,4,6,2M05.620S,18.435S
2014,AME,15,5,4,2M05.530S,19.045S
2014,AME,15,6,38,2M05.332S,21.240S
2014,AME,15,7,44,2M06.141S,22.539S
2014,AME,15,8,46,2M08.109S,30.708S
2014,AME,15,9,41,2M06.954S,37.376S
2014,AME,15,10,69,2M07.719S,45.984S
2014,AME,15,11,99,2M07.224S,46.106S
2014,AME,15,12,68,2M09.236S,47.190S
2014,AME,15,13,45,2M08.502S,49.667S
2014,AME,15,14,7,2M07.322S,50.455S
2014,AME,15,15,5,2M08.579S,59.725S
2014,AME,15,16,17,2M08.317S,1M06.336S
2014,AME,15,17,8,2M08.831S,1M07.772S
2014,AME,15,18,70,2M08.501S,1M08.688S
2014,AME,15,19,9,2M09.112S,1M16.372S
2014,AME,15,20,63,2M10.187S,1M22.710S
2014,AME,16,1,93,2M04.868S,
2014,AME,16,2,26,2M05.440S,5.234S
2014,AME,16,3,4,2M05.808S,19.985S
2014,AME,16,4,6,2M06.536S,20.103S
2014,AME,16,5,29,2M07.345S,20.681S
2014,AME,16,6,38,2M05.363S,21.735S
2014,AME,16,7,44,2M05.975S,23.646S
2014,AME,16,8,46,2M08.103S,33.943S
2014,AME,16,9,41,2M07.176S,39.684S
2014,AME,16,10,99,2M05.859S,47.09S
2014,AME,16,11,69,2M07.268S,48.38S
2014,AME,16,12,68,2M08.365S,50.68S
2014,AME,16,13,7,2M07.474S,53.06S
2014,AME,16,14,45,2M09.778S,54.57S
2014,AME,16,15,5,2M08.555S,1M03.41S
2014,AME,16,16,17,2M08.491S,1M09.95S
2014,AME,16,17,8,2M09.507S,1M12.41S
2014,AME,16,18,70,2M08.854S,1M12.67S
2014,AME,16,19,9,2M09.178S,1M20.68S
2014,AME,16,20,63,2M10.004S,1M27.84S
2014,AME,17,1,93,2M05.222S,
2014,AME,17,2,26,2M05.080S,5.09S
2014,AME,17,3,4,2M05.743S,20.50S
2014,AME,17,4,6,2M05.764S,20.64S
2014,AME,17,5,38,2M05.422S,21.93S
2014,AME,17,6,29,2M06.833S,22.29S
2014,AME,17,7,44,2M06.991S,25.41S
2014,AME,17,8,46,2M07.624S,36.34S
2014,AME,17,9,41,2M07.215S,41.67S
2014,AME,17,10,99,2M06.118S,47.99S
2014,AME,17,11,69,2M08.826S,51.98S
2014,AME,17,12,68,2M08.720S,54.18S
2014,AME,17,13,7,2M07.204S,55.04S
2014,AME,17,14,45,2M09.304S,58.65S
2014,AME,17,15,5,2M09.065S,1M07.25S
2014,AME,17,16,17,2M08.495S,1M13.23S
2014,AME,17,17,8,2M09.489S,1M16.67S
2014,AME,17,18,70,2M09.472S,1M16.92S
2014,AME,17,19,9,2M09.305S,1M24.76S
2014,AME,17,20,63,2M10.193S,1M32.81S
2014,AME,18,1,93,2M04.768S,
2014,AME,18,2,26,2M04.944S,5.26S
2014,AME,18,3,4,2M06.164S,21.90S
2014,AME,18,4,6,2M06.147S,22.02S
2014,AME,18,5,38,2M05.557S,22.72S
2014,AME,18,6,29,2M07.036S,24.56S
2014,AME,18,7,44,2M06.243S,26.89S
2014,AME,18,8,46,2M07.457S,39.03S
2014,AME,18,9,41,2M07.036S,43.94S
2014,AME,18,10,99,2M06.009S,49.23S
2014,AME,18,11,69,2M07.660S,54.88S
2014,AME,18,12,7,2M08.094S,58.36S
2014,AME,18,13,68,2M09.231S,58.64S
2014,AME,18,14,45,2M10.175S,1M04.06S
2014,AME,18,15,17,2M08.747S,1M17.21S
2014,AME,18,16,70,2M09.847S,1M22.00S
2014,AME,18,17,8,2M10.301S,1M22.21S
2014,AME,18,18,9,2M09.134S,1M29.13S
2014,AME,18,19,63,2M10.441S,1M38.49S
2014,AME,19,1,93,2M04.705S,
2014,AME,19,2,26,2M05.040S,5.60S
2014,AME,19,3,4,2M05.428S,22.62S
2014,AME,19,4,6,2M05.754S,23.07S
2014,AME,19,5,38,2M05.627S,23.64S
2014,AME,19,6,29,2M06.902S,26.75S
2014,AME,19,7,44,2M05.944S,28.12S
2014,AME,19,8,46,2M07.636S,41.96S
2014,AME,19,9,41,2M07.278S,46.51S
2014,AME,19,10,99,2M06.015S,50.54S
2014,AME,19,11,69,2M07.379S,57.55S
2014,AME,19,12,7,2M08.272S,1M01.93S
2014,AME,19,13,68,2M08.860S,1M02.80S
2014,AME,19,14,45,2M09.509S,1M08.87S
2014,AME,19,15,17,2M09.666S,1M22.172S
2014,AME,19,16,70,2M09.262S,1M26.560S
2014,AME,19,17,8,2M09.431S,1M26.937S
2014,AME,19,18,9,2M09.283S,1M33.709S
2014,AME,19,19,63,2M10.352S,1M44.137S
2014,AME,20,1,93,2M05.290S,
2014,AME,20,2,26,2M05.125S,5.438S
2014,AME,20,3,4,2M05.441S,22.776S
2014,AME,20,4,6,2M07.269S,25.052S
2014,AME,20,5,38,2M07.174S,25.530S
2014,AME,20,6,44,2M05.729S,28.568S
2014,AME,20,7,29,2M07.185S,28.652S
2014,AME,20,8,46,2M08.282S,44.957S
2014,AME,20,9,41,2M07.008S,48.236S
2014,AME,20,10,99,2M06.124S,51.378S
2014,AME,20,11,69,2M08.383S,1M00.647S
2014,AME,20,12,7,2M07.846S,1M04.492S
2014,AME,20,13,68,2M08.581S,1M06.094S
2014,AME,20,14,17,2M09.712S,1M26.594S
2014,AME,20,15,8,2M09.191S,1M30.838S
2014,AME,20,16,70,2M09.762S,1M31.032S
2014,AME,20,17,9,2M09.427S,1M37.846S
2014,AME,20,18,63,2M10.867S,1M49.714S
2014,AME,21,1,93,2M08.329S,
2014,AME,21,2,26,2M07.015S,4.124S
2014,AME,21,3,4,2M06.529S,20.976S
2014,AME,21,4,6,2M06.067S,22.790S
2014,AME,21,5,38,2M05.762S,22.963S
2014,AME,21,6,44,2M06.328S,26.567S
2014,AME,21,7,29,2M07.934S,28.257S
2014,AME,21,8,46,2M08.891S,45.519S
2014,AME,21,9,41,2M07.698S,47.605S
2014,AME,21,10,99,2M06.062S,49.111S
2014,AME,21,11,69,2M08.417S,1M00.735S
2014,AME,21,12,7,2M07.791S,1M03.954S
2014,AME,21,13,68,2M09.568S,1M07.333S
2014,AME,21,14,17,2M09.707S,1M27.972S
2014,AME,21,15,8,2M09.867S,1M32.376S
2014,AME,21,16,70,2M09.840S,1M32.543S
2014,AME,21,17,9,2M09.659S,1M39.176S
2014,AME,21,18,63,2M10.577S,1M51.962S
2014,ARA,1,1,29,1M53.663S,
2014,ARA,1,2,93,1M53.756S,0.093S
2014,ARA,1,3,99,1M54.162S,0.499S
2014,ARA,1,4,26,1M54.572S,0.909S
2014,ARA,1,5,44,1M54.854S,1.191S
2014,ARA,1,6,46,1M54.919S,1.256S
2014,ARA,1,7,4,1M55.235S,1.572S
2014,ARA,1,8,35,1M55.464S,1.801S
2014,ARA,1,9,6,1M55.517S,1.854S
2014,ARA,1,10,68,1M55.910S,2.247S
2014,ARA,1,11,19,1M56.734S,3.071S
2014,ARA,1,12,8,1M56.852S,3.189S
2014,ARA,1,13,69,1M57.649S,3.986S
2014,ARA,1,14,45,1M57.744S,4.081S
2014,ARA,1,15,15,1M58.378S,4.715S
2014,ARA,1,16,9,1M58.561S,4.898S
2014,ARA,1,17,17,1M58.581S,4.918S
2014,ARA,1,18,7,1M58.686S,5.023S
2014,ARA,1,19,41,1M58.748S,5.085S
2014,ARA,1,20,38,1M59.296S,5.633S
2014,ARA,1,21,23,2M00.000S,6.337S
2014,ARA,1,22,63,2M00.508S,6.845S
2014,ARA,1,23,70,2M06.050S,12.387S
2014,ARA,2,1,93,1M50.334S,
2014,ARA,2,2,99,1M50.117S,0.189S
2014,ARA,2,3,26,1M49.876S,0.358S
2014,ARA,2,4,46,1M49.889S,0.718S
2014,ARA,2,5,44,1M50.020S,0.784S
2014,ARA,2,6,4,1M50.062S,1.207S
2014,ARA,2,7,6,1M50.243S,1.670S
2014,ARA,2,8,35,1M50.666S,2.040S
2014,ARA,2,9,19,1M50.537S,3.181S
2014,ARA,2,10,8,1M51.094S,3.856S
2014,ARA,2,11,45,1M50.898S,4.552S
2014,ARA,2,12,68,1M53.080S,4.900S
2014,ARA,2,13,41,1M50.312S,4.970S
2014,ARA,2,14,69,1M51.709S,5.268S
2014,ARA,2,15,38,1M50.775S,5.981S
2014,ARA,2,16,15,1M51.817S,6.105S
2014,ARA,2,17,9,1M52.158S,6.629S
2014,ARA,2,18,7,1M52.161S,6.757S
2014,ARA,2,19,23,1M52.628S,8.538S
2014,ARA,2,20,63,1M53.625S,10.043S
2014,ARA,2,21,70,1M53.572S,15.532S
2014,ARA,3,1,93,1M49.283S,
2014,ARA,3,2,99,1M49.476S,0.382S
2014,ARA,3,3,26,1M49.551S,0.626S
2014,ARA,3,4,46,1M49.386S,0.821S
2014,ARA,3,5,44,1M49.870S,1.371S
2014,ARA,3,6,4,1M49.855S,1.779S
2014,ARA,3,7,6,1M49.826S,2.213S
2014,ARA,3,8,35,1M49.994S,2.751S
2014,ARA,3,9,19,1M50.359S,4.257S
2014,ARA,3,10,41,1M50.301S,5.988S
2014,ARA,3,11,8,1M51.464S,6.03S
2014,ARA,3,12,45,1M50.824S,6.09S
2014,ARA,3,13,68,1M51.208S,6.82S
2014,ARA,3,14,38,1M50.387S,7.08S
2014,ARA,3,15,69,1M51.294S,7.27S
2014,ARA,3,16,9,1M51.325S,8.67S
2014,ARA,3,17,7,1M51.366S,8.84S
2014,ARA,3,18,15,1M52.190S,9.01S
2014,ARA,3,19,23,1M52.105S,11.36S
2014,ARA,3,20,63,1M53.168S,13.92S
2014,ARA,3,21,70,1M52.444S,18.69S
2014,ARA,4,1,93,1M49.171S,
2014,ARA,4,2,99,1M49.187S,0.39S
2014,ARA,4,3,26,1M49.230S,0.68S
2014,ARA,4,4,44,1M49.690S,1.89S
2014,ARA,4,5,4,1M49.553S,2.16S
2014,ARA,4,6,6,1M49.902S,2.94S
2014,ARA,4,7,35,1M50.158S,3.73S
2014,ARA,4,8,19,1M50.286S,5.37S
2014,ARA,4,9,41,1M49.775S,6.59S
2014,ARA,4,10,45,1M50.634S,7.55S
2014,ARA,4,11,68,1M50.850S,8.50S
2014,ARA,4,12,38,1M50.752S,8.66S
2014,ARA,4,13,8,1M51.944S,8.81S
2014,ARA,4,14,69,1M51.199S,9.30S
2014,ARA,4,15,7,1M51.094S,10.76S
2014,ARA,4,16,9,1M51.485S,10.98S
2014,ARA,4,17,15,1M51.917S,11.75S
2014,ARA,4,18,23,1M52.168S,14.35S
2014,ARA,4,19,63,1M53.569S,18.32S
2014,ARA,4,20,70,1M52.317S,21.83S
2014,ARA,5,1,93,1M49.133S,
2014,ARA,5,2,99,1M49.107S,0.37S
2014,ARA,5,3,26,1M49.237S,0.78S
2014,ARA,5,4,44,1M49.866S,2.62S
2014,ARA,5,5,4,1M49.761S,2.78S
2014,ARA,5,6,6,1M49.998S,3.80S
2014,ARA,5,7,35,1M50.120S,4.72S
2014,ARA,5,8,19,1M50.123S,6.36S
2014,ARA,5,9,41,1M49.829S,7.28S
2014,ARA,5,10,45,1M50.772S,9.19S
2014,ARA,5,11,38,1M50.211S,9.74S
2014,ARA,5,12,68,1M50.904S,10.27S
2014,ARA,5,13,8,1M51.040S,10.71S
2014,ARA,5,14,69,1M51.305S,11.47S
2014,ARA,5,15,7,1M51.101S,12.73S
2014,ARA,5,16,9,1M51.571S,13.42S
2014,ARA,5,17,15,1M51.330S,13.95S
2014,ARA,5,18,23,1M52.221S,17.44S
2014,ARA,5,19,63,1M53.537S,22.73S
2014,ARA,5,20,70,1M52.336S,25.04S
2014,ARA,6,1,93,1M49.295S,
2014,ARA,6,2,99,1M49.270S,0.34S
2014,ARA,6,3,26,1M49.583S,1.07S
2014,ARA,6,4,44,1M50.007S,3.335S
2014,ARA,6,5,4,1M49.974S,3.468S
2014,ARA,6,6,6,1M50.209S,4.723S
2014,ARA,6,7,35,1M50.270S,5.700S
2014,ARA,6,8,19,1M50.131S,7.198S
2014,ARA,6,9,41,1M49.991S,7.984S
2014,ARA,6,10,38,1M50.165S,10.614S
2014,ARA,6,11,45,1M50.986S,10.886S
2014,ARA,6,12,68,1M50.998S,11.978S
2014,ARA,6,13,8,1M51.156S,12.578S
2014,ARA,6,14,69,1M51.459S,13.643S
2014,ARA,6,15,7,1M50.832S,14.268S
2014,ARA,6,16,9,1M51.378S,15.506S
2014,ARA,6,17,15,1M51.492S,16.152S
2014,ARA,6,18,23,1M52.411S,20.561S
2014,ARA,6,19,63,1M53.288S,26.723S
2014,ARA,6,20,70,1M52.340S,28.087S
2014,ARA,7,1,93,1M49.463S,
2014,ARA,7,2,99,1M49.421S,0.305S
2014,ARA,7,3,26,1M49.174S,0.788S
2014,ARA,7,4,44,1M49.902S,3.774S
2014,ARA,7,5,4,1M49.917S,3.922S
2014,ARA,7,6,6,1M49.996S,5.256S
2014,ARA,7,7,35,1M50.244S,6.481S
2014,ARA,7,8,19,1M50.039S,7.774S
